SE
29981,404-1733835-3672308,1733835,Men,39,06-02-2022,Delivered,Amazon,JNE3879-DR-L,Western Dress,L,1,INR,661,CHENNAI,TAMIL NADU,600026,IN,FALSE
29982,405-9820094-4918726,9820094,Men,28,06-02-2022,Delivered,Flipkart,SET278-KR-NP-S,Set,S,1,INR,1523,BENGALURU,KARNATAKA,560048,IN,FALSE
29983,171-3551242-5117149,3551242,Women,24,06-02-2022,Delivered,Amazon,JNE3486-KR-XXXL,kurta,3XL,1,INR,431,Thane,MAHARASHTRA,401107,IN,FALSE
29984,408-3569838-7885931,3569838,Women,53,06-02-2022,Delivered,Amazon,J0176-TP-XXL,Top,XXL,1,INR,387,BENGALURU,KARNATAKA,560035,IN,FALSE
29985,403-8614074-4587519,8614074,Women,36,06-02-2022,Delivered,Myntra,JNE3567-KR-L,kurta,L,1,INR,399,BENGALURU,KARNATAKA,560008,IN,FALSE
29986,403-7016652-8126728,7016652,Men,55,06-02-2022,Delivered,Myntra,SET224-KR-NP-XXXL,Set,3XL,1,INR,1098,BENGALURU,KARNATAKA,560058,IN,FALSE
29987,408-2998167-1730716,2998167,Women,23,06-02-2022,Delivered,Amazon,SET378-KR-NP-S,Set,S,1,INR,1245,Pune,MAHARASHTRA,411019,IN,FALSE
29988,403-2726196-9752350,2726196,Women,42,06-02-2022,Delivered,Myntra,J0250-SKD-XL,Set,XL,1,INR,725,Bangalore,KARNATAKA,560037,IN,FALSE
29989,405-3884413-3479542,3884413,Women,32,06-02-2022,Delivered,Amazon,SET310-KR-NP-XS,Set,XS,1,INR,999,KOTA,RAJASTHAN,324008,IN,FALSE
29990,406-9305557-7169163,9305557,Men,74,06-02-2022,Delivered,Amazon,J0378-SKD-XXXL,Set,3XL,1,INR,1146,KARORAN,PUNJAB,140901,IN,FALSE
29991,407-4045262-8150711,4045262,Women,55,06-02-2022,Delivered,Flipkart,SAR017,Saree,Free,1,INR,962,DHARMSALA,HIMACHAL PRADESH,176215,IN,FALSE
29992,402-7357589-9878761,7357589,Women,32,06-02-2022,Delivered,Flipkart,JNE3634-KR-L,kurta,L,1,INR,511,NEW DELHI,DELHI,110030,IN,FALSE
29993,405-9669600-2405150,9669600,Women,33,06-02-2022,Delivered,Amazon,JNE3488-KR-S,kurta,S,1,INR,299,KOZHIKODE,KERALA,673508,IN,FALSE
29994,171-5429018-2472344,5429018,Men,28,06-02-2022,Delivered,Flipkart,JNE3800-KR-XL,Western Dress,XL,1,INR,735,BENGALURU,KARNATAKA,560070,IN,FALSE
29995,405-7102949-4968304,7102949,Men,25,06-02-2022,Delivered,Myntra,SET217-KR-PP-XXL,Set,XXL,1,INR,762,DEHRADUN,UTTARAKHAND,248007,IN,FALSE
29996,406-3437334-5323548,3437334,Men,48,06-02-2022,Delivered,Myntra,SET402-KR-NP-L,Set,L,1,INR,988,VARANASI,UTTAR PRADESH,221005,IN,FALSE
29997,408-3790092-0005960,3790092,Women,31,06-02-2022,Delivered,Amazon,JNE3865-TP-XXL,Top,XXL,1,INR,498,JAIPUR,RAJASTHAN,302021,IN,FALSE
29998,171-2937790-6417929,2937790,Women,46,06-02-2022,Delivered,Myntra,J0008-SKD-S,Set,S,1,INR,1065,KOLKATA,WEST BENGAL,700102,IN,FALSE
29999,403-6562164-2218750,6562164,Women,27,06-02-2022,Delivered,Flipkart,J0342-TP-XXL,Top,XXL,1,INR,574,BENGALURU,KARNATAKA,560084,IN,FALSE
30000,403-3353311-1612326,3353311,Men,45,06-02-2022,Delivered,Myntra,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,735,VISAKHAPATNAM,ANDHRA PRADESH,530011,IN,FALSE
30001,407-8011791-1330709,8011791,Women,36,06-02-2022,Delivered,Flipkart,MEN5002-KR-M,kurta,M,1,INR,499,PALAKKAD,KERALA,678731,IN,FALSE
30002,403-4672026-7331565,4672026,Women,35,06-02-2022,Delivered,Nalli,MEN5011-KR-XL,kurta,XL,1,INR,499,BENGALURU,KARNATAKA,560035,IN,FALSE
30003,171-4845517-3449906,4845517,Women,29,06-02-2022,Delivered,Myntra,J0117-TP-M,Top,M,1,INR,726,EAST DELHI,DELHI,110096,IN,FALSE
30004,171-5697575-9017917,5697575,Women,45,06-02-2022,Delivered,Myntra,JNE3675-TU-XL,Top,XL,1,INR,499,THIRUVANANTHAPURAM,KERALA,695011,IN,FALSE
30005,171-5240575-7006722,5240575,Women,42,06-02-2022,Delivered,Flipkart,J0097-KR-L,kurta,L,1,INR,534,Curchorem,GOA,403706,IN,FALSE
30006,171-8295838-1908338,8295838,Men,18,06-02-2022,Delivered,Myntra,JNE3797-KR-S,Western Dress,S,1,INR,735,BENGALURU,KARNATAKA,560043,IN,FALSE
30007,408-2947163-6787565,2947163,Women,43,06-02-2022,Delivered,Amazon,SAR030,Saree,Free,1,INR,597,CHENNAI,TAMIL NADU,600053,IN,FALSE
30008,403-9568843-3653132,9568843,Men,42,06-02-2022,Delivered,Ajio,JNE3800-KR-XXXL,Western Dress,3XL,1,INR,771,VIZIANAGARAM,ANDHRA PRADESH,535002,IN,FALSE
30009,406-6494421-8442730,6494421,Men,58,06-02-2022,Delivered,Ajio,J0341-DR-XXL,Western Dress,XXL,1,INR,885,BHUJ,GUJARAT,370001,IN,FALSE
30010,171-0617805-8413919,617805,Men,30,06-02-2022,Delivered,Amazon,SET227-KR-PP-A-M,Set,M,1,INR,571,CHENNAI,TAMIL NADU,600130,IN,FALSE
30011,171-4667874-8864362,4667874,Women,37,06-02-2022,Delivered,Nalli,J0369-SKD-L,Set,L,1,INR,1099,PATNA,BIHAR,800001,IN,FALSE
30012,171-9087371-6521164,9087371,Women,62,06-02-2022,Delivered,Meesho,JNE3781-KR-XXXL,kurta,3XL,1,INR,416,MUMBAI,MAHARASHTRA,400053,IN,FALSE
30013,408-8715268-7254745,8715268,Women,24,06-02-2022,Refunded,Flipkart,J0098-TP-L,Top,L,1,INR,426,HYDERABAD,TELANGANA,500004,IN,FALSE
30014,405-6654648-4003562,6654648,Women,43,06-02-2022,Returned,Amazon,JNE3482-KR-M,kurta,M,1,INR,318,CHENNAI,TAMIL NADU,600008,IN,FALSE
30015,402-7564110-2145100,7564110,Men,74,06-02-2022,Delivered,Others,SET247-KR-SHA-S,Set,S,1,INR,716,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
30016,404-9437470-5544307,9437470,Men,54,06-02-2022,Delivered,Myntra,SET293-KR-NP-XS,Set,XS,1,INR,702,CHENNAI,TAMIL NADU,600126,IN,FALSE
30017,405-3353485-2216311,3353485,Men,48,06-02-2022,Delivered,Myntra,SET345-KR-NP-XXXL,Set,3XL,1,INR,635,NAMCHI,SIKKIM,737126,IN,FALSE
30018,403-2442101-7308350,2442101,Men,67,06-02-2022,Delivered,Amazon,JNE3800-KR-A-XS,Western Dress,XS,1,INR,725,WALUJ MIDC,MAHARASHTRA,431136,IN,FALSE
30019,403-1019389-1729934,1019389,Women,35,06-02-2022,Delivered,Myntra,SAR026,Saree,Free,1,INR,824,HYDERABAD,TELANGANA,500020,IN,FALSE
30020,408-2800351-9561143,2800351,Women,38,06-02-2022,Delivered,Others,SET380-KR-NP-XXXL,Set,3XL,1,INR,965,GURGAON,HARYANA,122018,IN,FALSE
30021,407-2096357-2817909,2096357,Women,56,06-02-2022,Delivered,Flipkart,JNE3648-TP-N-XXL,Top,XXL,1,INR,499,BENGALURU,KARNATAKA,560077,IN,FALSE
30022,404-8578672-5645147,8578672,Men,31,06-02-2022,Delivered,Myntra,J0341-DR-S,Western Dress,S,1,INR,842,Pune,MAHARASHTRA,411007,IN,FALSE
30023,407-9126116-5825919,9126116,Men,40,06-02-2022,Delivered,Ajio,SET396-KR-PP-XXL,Set,XXL,1,INR,988,PIMPRI CHINCHWAD,MAHARASHTRA,411019,IN,FALSE
30024,171-9647393-6489967,9647393,Men,47,06-02-2022,Delivered,Flipkart,SET396-KR-PP-L,Set,L,1,INR,988,RAZOLE,ANDHRA PRADESH,533242,IN,FALSE
30025,171-4513550-1427545,4513550,Women,45,06-02-2022,Delivered,Flipkart,SAR016,Saree,Free,1,INR,399,JAYSINGPUR,MAHARASHTRA,416101,IN,FALSE
30026,404-2520207-3740348,2520207,Women,18,06-02-2022,Delivered,Amazon,JNE3522-KR-M,kurta,M,1,INR,342,JAGTIAL,TELANGANA,505327,IN,FALSE
30027,405-9467561-9303527,9467561,Men,56,06-02-2022,Delivered,Myntra,J0341-DR-S,Western Dress,S,1,INR,791,HYDERABAD,TELANGANA,500020,IN,FALSE
30028,404-5577346-3005136,5577346,Women,48,06-02-2022,Delivered,Nalli,JNE3697-KR-XL,kurta,XL,1,INR,486,PUNE,MAHARASHTRA,411038,IN,FALSE
30029,404-5577346-3005136,5577346,Women,38,06-02-2022,Delivered,Myntra,JNE3506-KR-L,kurta,L,1,INR,635,MUMBAI,MAHARASHTRA,400093,IN,FALSE
30030,402-0977325-3504341,977325,Men,43,06-02-2022,Delivered,Flipkart,J0341-DR-XL,Western Dress,XL,1,INR,743,GURUGRAM,HARYANA,122001,IN,FALSE
30031,406-6601915-1794702,6601915,Women,19,06-02-2022,Delivered,Nalli,SET188-KR-NP-XL,Set,XL,1,INR,648,SAMBALPUR,ODISHA,768003,IN,FALSE
30032,406-4041999-5092340,4041999,Women,20,06-02-2022,Delivered,Amazon,JNE3697-KR-L,kurta,L,1,INR,486,AZAMGARH,UTTAR PRADESH,276001,IN,FALSE
30033,404-8076997-5649928,8076997,Men,47,06-02-2022,Delivered,Flipkart,SET348-KR-NP-S,Set,S,1,INR,899,HYDERABAD,TELANGANA,500049,IN,FALSE
30034,171-3549831-7433120,3549831,Women,74,06-02-2022,Delivered,Meesho,JNE3805-KR-XXXL,kurta,3XL,1,INR,487,KALABURGI,KARNATAKA,585102,IN,FALSE
30035,405-1661995-7519535,1661995,Women,29,06-02-2022,Delivered,Amazon,MEN5011-KR-XL,kurta,XL,1,INR,495,MUMBAI,MAHARASHTRA,400066,IN,FALSE
30036,405-1661995-7519535,1661995,Men,42,06-02-2022,Delivered,Others,NW003-TP-PJ-XXL,Set,XXL,1,INR,499,GUWAHATI,ASSAM,781028,IN,FALSE
30037,403-9066097-2577939,9066097,Women,35,06-02-2022,Delivered,Myntra,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,KHANNA,PUNJAB,141401,IN,FALSE
30038,403-4179967-1985920,4179967,Men,23,06-02-2022,Delivered,Myntra,J0341-DR-XXL,Western Dress,XXL,1,INR,791,AHMEDABAD,GUJARAT,380005,IN,FALSE
30039,405-9600839-5477934,9600839,Women,20,06-02-2022,Delivered,Amazon,SAR023,Saree,Free,1,INR,599,CHENNAI,TAMIL NADU,600128,IN,FALSE
30040,403-0668925-5936303,668925,Men,19,06-02-2022,Delivered,Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,SHILLONG,MEGHALAYA,793008,IN,FALSE
30041,408-4051594-6373127,4051594,Women,34,06-02-2022,Delivered,Amazon,JNE3833-KR-XXL,kurta,XXL,1,INR,521,HYDERABAD,TELANGANA,500075,IN,FALSE
30042,402-9718658-0383531,9718658,Women,47,06-02-2022,Delivered,Myntra,JNE3865-TP-XS,Top,XS,1,INR,599,AHMEDABAD,GUJARAT,380058,IN,FALSE
30043,171-7565408-8870742,7565408,Women,37,06-02-2022,Delivered,Myntra,JNE3607-KR-XS,kurta,XS,1,INR,477,NEW DELHI,DELHI,110076,IN,FALSE
30044,404-6931010-4038768,6931010,Women,46,06-02-2022,Delivered,Amazon,JNE3405-KR-XS,kurta,XS,1,INR,399,Bengaluru,KARNATAKA,560061,IN,FALSE
30045,171-1703560-0205136,1703560,Women,23,06-02-2022,Delivered,Amazon,JNE3568-KR-L,kurta,L,1,INR,399,CHENNAI,TAMIL NADU,600004,IN,FALSE
30046,171-1458684-3160320,1458684,Women,31,06-02-2022,Delivered,Flipkart,JNE3794-KR-XXXL,kurta,3XL,1,INR,529,HYDERABAD,TELANGANA,500018,IN,FALSE
30047,171-0364362-5575502,364362,Women,18,06-02-2022,Cancelled,Amazon,SAR004,Saree,Free,1,INR,653,SHILLONG,MEGHALAYA,793021,IN,FALSE
30048,405-4589935-3865908,4589935,Men,25,06-02-2022,Delivered,Flipkart,J0006-SET-L,Ethnic Dress,L,1,INR,845,VAGHODIA,GUJARAT,391760,IN,FALSE
30049,171-6967371-1078752,6967371,Men,43,06-02-2022,Delivered,Amazon,J0009-SKD-L,Set,L,1,INR,838,NAHAN,HIMACHAL PRADESH,173001,IN,FALSE
30050,402-3674324-6658761,3674324,Men,33,06-02-2022,Delivered,Meesho,SET415-KR-NP-XL,Set,XL,1,INR,939,JAMSHEDPUR,JHARKHAND,831009,IN,FALSE
30051,408-9424655-6036366,9424655,Women,41,06-02-2022,Delivered,Amazon,SET282-KR-PP-XXXL,Set,3XL,1,INR,1033,CHENNAI,TAMIL NADU,600035,IN,FALSE
30052,406-1086848-2897932,1086848,Women,35,06-02-2022,Delivered,Amazon,SET363-KR-NP-M,Set,M,1,INR,1338,NAINITAL,UTTARAKHAND,263002,IN,FALSE
30053,406-4755302-7526737,4755302,Women,39,06-02-2022,Delivered,Amazon,JNE3445-KR-XXL,kurta,XXL,1,INR,453,BENGALURU,KARNATAKA,560067,IN,FALSE
30054,403-1713927-2613107,1713927,Women,43,06-02-2022,Returned,Flipkart,JNE3865-TP-XXXL,Top,3XL,1,INR,599,THANE,MAHARASHTRA,401105,IN,FALSE
30055,408-5925714-9115565,5925714,Women,39,06-02-2022,Delivered,Flipkart,JNE3291-KR-XL,kurta,XL,1,INR,471,INDORE,MADHYA PRADESH,452001,IN,FALSE
30056,404-8494405-0753102,8494405,Men,64,06-02-2022,Delivered,Amazon,NW014-ST-SR-XXL,Set,XXL,1,INR,537,BENGALURU,KARNATAKA,560095,IN,FALSE
30057,402-6578197-2961142,6578197,Men,51,06-02-2022,Delivered,Myntra,J0007-SKD-XXXL,Set,3XL,1,INR,1065,Dehradun,UTTARAKHAND,248001,IN,FALSE
30058,403-7016534-4621954,7016534,Men,36,06-02-2022,Delivered,Myntra,SET183-KR-DH-M,Set,M,1,INR,730,NEW DELHI,DELHI,110051,IN,FALSE
30059,403-7016534-4621954,7016534,Men,29,06-02-2022,Delivered,Myntra,SET348-KR-NP-L,Set,L,1,INR,899,CHANDI MANDIR,HARYANA,134114,IN,FALSE
30060,403-1202473-0755534,1202473,Men,55,06-02-2022,Delivered,Myntra,SET182-KR-DH-XL,Set,XL,1,INR,699,MUMBAI,MAHARASHTRA,400082,IN,FALSE
30061,408-2346943-4640319,2346943,Men,36,06-02-2022,Delivered,Myntra,JNE3797-KR-L,Western Dress,L,1,INR,735,MUZAFFARNAGAR,UTTAR PRADESH,251001,IN,FALSE
30062,402-5312700-9061167,5312700,Men,69,06-02-2022,Delivered,Amazon,SET360-KR-NP-XL,Set,XL,1,INR,1126,JAIPUR,RAJASTHAN,303805,IN,FALSE
30063,402-3387748-4380334,3387748,Men,18,06-02-2022,Delivered,Ajio,J0396-DR-XXXL,Western Dress,3XL,1,INR,859,PUNE,MAHARASHTRA,411057,IN,FALSE
30064,402-3387748-4380334,3387748,Women,30,06-02-2022,Delivered,Meesho,SET397-KR-NP-S,Set,S,1,INR,999,BOKARO STEEL CITY,JHARKHAND,827001,IN,FALSE
30065,405-3778353-3434721,3778353,Women,34,06-02-2022,Delivered,Myntra,SAR004,Saree,Free,1,INR,1556,AJMER,RAJASTHAN,305001,IN,FALSE
30066,406-4024976-8273955,4024976,Men,77,06-02-2022,Delivered,Amazon,JNE3800-KR-XS,Western Dress,XS,1,INR,735,HYDERABAD,TELANGANA,500044,IN,FALSE
30067,406-4024976-8273955,4024976,Men,26,06-02-2022,Delivered,Amazon,JNE3797-KR-L,Western Dress,L,1,INR,725,PUDUCHERRY,PUDUCHERRY,605004,IN,FALSE
30068,171-7639324-5346722,7639324,Women,21,06-02-2022,Delivered,Flipkart,SAR012,Saree,Free,1,INR,499,NEW DELHI,DELHI,110058,IN,FALSE
30069,403-8066979-5010703,8066979,Men,23,06-02-2022,Returned,Nalli,J0277-SKD-M,Set,M,1,INR,1323,NEW DELHI,DELHI,110045,IN,FALSE
30070,403-3912998-6569152,3912998,Men,21,06-02-2022,Delivered,Flipkart,SET293-KR-NP-XS,Set,XS,1,INR,702,NEW DELHI,DELHI,110049,IN,FALSE
30071,406-2921455-3327555,2921455,Women,55,06-02-2022,Delivered,Amazon,MEN5004-KR-L,kurta,L,1,INR,484,THOTTADA,KERALA,670007,IN,FALSE
30072,402-6324311-4025166,6324311,Women,28,06-02-2022,Delivered,Flipkart,JNE3405-KR-XXL,kurta,XXL,1,INR,399,BENGALURU,KARNATAKA,560093,IN,FALSE
30073,407-7324304-4822714,7324304,Men,52,06-02-2022,Delivered,Amazon,J0341-DR-XXL,Western Dress,XXL,1,INR,1168,NOIDA,UTTAR PRADESH,201301,IN,FALSE
30074,402-6848140-9001940,6848140,Women,20,06-02-2022,Delivered,Amazon,SET183-KR-DH-M,Set,M,1,INR,759,JAIPUR,RAJASTHAN,302012,IN,FALSE
30075,405-8781176-3199560,8781176,Women,44,06-02-2022,Delivered,Flipkart,JNE3895-TP-XXL,Top,XXL,1,INR,751,BHUBANESWAR,ODISHA,751022,IN,FALSE
30076,405-8781176-3199560,8781176,Women,43,06-02-2022,Delivered,Amazon,SET239-KR-NP-XS,Set,XS,1,INR,693,Bengaluru,KARNATAKA,560064,IN,FALSE
30077,408-9618082-2435549,9618082,Women,73,06-02-2022,Delivered,Flipkart,JNE3765-KR-S,kurta,S,1,INR,517,PUNE,MAHARASHTRA,411057,IN,FALSE
30078,406-6369734-1460334,6369734,Women,48,06-02-2022,Delivered,Flipkart,JNE3788-KR-M,kurta,M,1,INR,487,NAGERCOIL,TAMIL NADU,629001,IN,FALSE
30079,171-1692428-0664349,1692428,Women,19,06-02-2022,Delivered,Myntra,MEN5004-KR-XXL,kurta,XXL,1,INR,688,Bangalore,KARNATAKA,560033,IN,FALSE
30080,407-1425428-0087544,1425428,Men,30,06-02-2022,Delivered,Myntra,JNE3797-KR-XXL,Western Dress,XXL,1,INR,735,CURCHOREM,GOA,403706,IN,FALSE
30081,407-0918352-0429948,918352,Women,23,06-02-2022,Delivered,Meesho,JNE3613-KR-L,kurta,L,1,INR,399,HYDERABAD,TELANGANA,500098,IN,FALSE
